PATH	UNIPROT	PATHNAME
hsa04150	Q9NXC5	mTOR signaling pathway
hsa04150	Q9NX09	mTOR signaling pathway
hsa04150	P49841	mTOR signaling pathway
hsa04150	P05129	mTOR signaling pathway
hsa04150	P04049	mTOR signaling pathway
hsa04150	Q8IYT8	mTOR signaling pathway
hsa04150	Q8TF40	mTOR signaling pathway
hsa04150	O00144	mTOR signaling pathway
hsa04150	Q8N8N0	mTOR signaling pathway
hsa04150	P15313	mTOR signaling pathway
hsa04150	Q8WTW4	mTOR signaling pathway
hsa04150	P01116	mTOR signaling pathway
hsa04150	P62753	mTOR signaling pathway
hsa04150	Q8N122	mTOR signaling pathway
hsa04150	Q07890	mTOR signaling pathway
hsa04150	Q9Y243	mTOR signaling pathway
hsa04150	P28482	mTOR signaling pathway
hsa04150	Q92574	mTOR signaling pathway
hsa04150	P05771	mTOR signaling pathway
hsa04150	Q92997	mTOR signaling pathway
hsa04150	Q9H461	mTOR signaling pathway
hsa04150	O75348	mTOR signaling pathway
hsa04150	Q9H9S4	mTOR signaling pathway
hsa04150	P31751	mTOR signaling pathway
hsa04150	O00329	mTOR signaling pathway
hsa04150	P56704	mTOR signaling pathway
hsa04150	P23588	mTOR signaling pathway
hsa04150	P05019	mTOR signaling pathway
hsa04150	Q8NFG4	mTOR signaling pathway
hsa04150	O75084	mTOR signaling pathway
hsa04150	A6NHX0	mTOR signaling pathway
hsa04150	P60484	mTOR signaling pathway
hsa04150	Q9ULW2	mTOR signaling pathway
hsa04150	Q15349	mTOR signaling pathway
hsa04150	Q9Y376	mTOR signaling pathway
hsa04150	P41221	mTOR signaling pathway
hsa04150	P01308	mTOR signaling pathway
hsa04150	Q9Y6F9	mTOR signaling pathway
hsa04150	P56703	mTOR signaling pathway
hsa04150	P56706	mTOR signaling pathway
hsa04150	O60353	mTOR signaling pathway
hsa04150	Q13309	mTOR signaling pathway
hsa04150	Q9NQL2	mTOR signaling pathway
hsa04150	Q93098	mTOR signaling pathway
hsa04150	Q9P278	mTOR signaling pathway
hsa04150	P36543	mTOR signaling pathway
hsa04150	Q8NBW4	mTOR signaling pathway
hsa04150	P27986	mTOR signaling pathway
hsa04150	P42336	mTOR signaling pathway
hsa04150	P23443	mTOR signaling pathway
hsa04150	Q9BQK8	mTOR signaling pathway
hsa04150	Q13322	mTOR signaling pathway
hsa04150	O60573	mTOR signaling pathway
hsa04150	Q9P0N9	mTOR signaling pathway
hsa04150	P35568	mTOR signaling pathway
hsa04150	Q8TB45	mTOR signaling pathway
hsa04150	Q9BVC4	mTOR signaling pathway
hsa04150	O00744	mTOR signaling pathway
hsa04150	O00755	mTOR signaling pathway
hsa04150	P36507	mTOR signaling pathway
hsa04150	Q6IAA8	mTOR signaling pathway
hsa04150	Q9C0K7	mTOR signaling pathway
hsa04150	P42345	mTOR signaling pathway
hsa04150	Q6MZQ0	mTOR signaling pathway
hsa04150	Q9H1J5	mTOR signaling pathway
hsa04150	Q15382	mTOR signaling pathway
hsa04150	Q14332	mTOR signaling pathway
hsa04150	P27361	mTOR signaling pathway
hsa04150	Q96LB4	mTOR signaling pathway
hsa04150	P62993	mTOR signaling pathway
hsa04150	Q14693	mTOR signaling pathway
hsa04150	Q7RTN6	mTOR signaling pathway
hsa04150	O14641	mTOR signaling pathway
hsa04150	Q02750	mTOR signaling pathway
hsa04150	P21283	mTOR signaling pathway
hsa04150	Q07889	mTOR signaling pathway
hsa04150	O75385	mTOR signaling pathway
hsa04150	Q15831	mTOR signaling pathway
hsa04150	P54646	mTOR signaling pathway
hsa04150	Q6R327	mTOR signaling pathway
hsa04150	P01111	mTOR signaling pathway
hsa04150	P38606	mTOR signaling pathway
hsa04150	Q92569	mTOR signaling pathway
hsa04150	P06730	mTOR signaling pathway
hsa04150	Q0VGL1	mTOR signaling pathway
hsa04150	Q9ULV1	mTOR signaling pathway
hsa04150	P61586	mTOR signaling pathway
hsa04150	Q92539	mTOR signaling pathway
hsa04150	Q9UHA4	mTOR signaling pathway
hsa04150	Q13541	mTOR signaling pathway
hsa04150	P17252	mTOR signaling pathway
hsa04150	P09544	mTOR signaling pathway
hsa04150	Q9UBS0	mTOR signaling pathway
hsa04150	P15056	mTOR signaling pathway
hsa04150	A6NMX2	mTOR signaling pathway
hsa04150	Q96EE3	mTOR signaling pathway
hsa04150	Q9HB90	mTOR signaling pathway
hsa04150	O75140	mTOR signaling pathway
hsa04150	Q9BPZ7	mTOR signaling pathway
hsa04150	P19438	mTOR signaling pathway
hsa04150	Q9NPG1	mTOR signaling pathway
hsa04150	P21281	mTOR signaling pathway
hsa04150	O95670	mTOR signaling pathway
hsa04150	P49815	mTOR signaling pathway
hsa04150	Q01650	mTOR signaling pathway
hsa04150	Q15418	mTOR signaling pathway
hsa04150	Q9H1J7	mTOR signaling pathway
hsa04150	Q9UP38	mTOR signaling pathway
hsa04150	O15530	mTOR signaling pathway
hsa04150	Q13131	mTOR signaling pathway
hsa04150	P01112	mTOR signaling pathway
hsa04150	Q9UK32	mTOR signaling pathway
hsa04150	P30622	mTOR signaling pathway
hsa04150	P08195	mTOR signaling pathway
hsa04150	Q96B36	mTOR signaling pathway
hsa04150	O43504	mTOR signaling pathway
hsa04150	O15111	mTOR signaling pathway
hsa04150	P06213	mTOR signaling pathway
hsa04150	Q93097	mTOR signaling pathway
hsa04150	O14904	mTOR signaling pathway
hsa04150	P01375	mTOR signaling pathway
hsa04150	Q9UBV4	mTOR signaling pathway
hsa04150	Q13467	mTOR signaling pathway
hsa04150	O96014	mTOR signaling pathway
hsa04150	Q9Y5K8	mTOR signaling pathway
hsa04150	Q7L523	mTOR signaling pathway
hsa04150	Q5VZM2	mTOR signaling pathway
hsa04150	Q12980	mTOR signaling pathway
hsa04150	Q8NEY4	mTOR signaling pathway
hsa04150	P42338	mTOR signaling pathway
hsa04150	P51812	mTOR signaling pathway
hsa04150	Q9GZT5	mTOR signaling pathway
hsa04150	Q96A05	mTOR signaling pathway
hsa04150	O00141	mTOR signaling pathway
hsa04150	Q8WTX7	mTOR signaling pathway
hsa04150	P31749	mTOR signaling pathway
hsa04150	O14920	mTOR signaling pathway
hsa04150	Q9Y4R8	mTOR signaling pathway
hsa04150	P56705	mTOR signaling pathway
hsa04150	O43156	mTOR signaling pathway
hsa04150	Q96S15	mTOR signaling pathway
hsa04150	P55735	mTOR signaling pathway
hsa04150	O75197	mTOR signaling pathway
hsa04150	O75581	mTOR signaling pathway
hsa04150	Q9P0N9	mTOR signaling pathway
hsa04150	O00459	mTOR signaling pathway
hsa04150	P58004	mTOR signaling pathway
hsa04150	Q9UI12	mTOR signaling pathway
hsa04150	Q9Y2Q5	mTOR signaling pathway
hsa04150	P85299	mTOR signaling pathway
hsa04150	Q16864	mTOR signaling pathway
hsa04151	P63104	PI3K-Akt signaling pathway
hsa04151	P19793	PI3K-Akt signaling pathway
hsa04151	P02452	PI3K-Akt signaling pathway
hsa04151	P13612	PI3K-Akt signaling pathway
hsa04151	Q00005	PI3K-Akt signaling pathway
hsa04151	P01588	PI3K-Akt signaling pathway
hsa04151	P23458	PI3K-Akt signaling pathway
hsa04151	P29317	PI3K-Akt signaling pathway
hsa04151	P60484	PI3K-Akt signaling pathway
hsa04151	P17301	PI3K-Akt signaling pathway
hsa04151	P01571	PI3K-Akt signaling pathway
hsa04151	P10415	PI3K-Akt signaling pathway
hsa04151	A6NMZ7	PI3K-Akt signaling pathway
hsa04151	P23229	PI3K-Akt signaling pathway
hsa04151	P35558	PI3K-Akt signaling pathway
hsa04151	O15111	PI3K-Akt signaling pathway
hsa04151	Q68CJ9	PI3K-Akt signaling pathway
hsa04151	P49767	PI3K-Akt signaling pathway
hsa04151	P26010	PI3K-Akt signaling pathway
hsa04151	P01569	PI3K-Akt signaling pathway
hsa04151	Q9Y6N6	PI3K-Akt signaling pathway
hsa04151	Q16537	PI3K-Akt signaling pathway
hsa04151	P07900	PI3K-Akt signaling pathway
hsa04151	Q6ZUJ8	PI3K-Akt signaling pathway
hsa04151	Q06190	PI3K-Akt signaling pathway
hsa04151	P10912	PI3K-Akt signaling pathway
hsa04151	P18084	PI3K-Akt signaling pathway
hsa04151	Q15303	PI3K-Akt signaling pathway
hsa04151	Q16543	PI3K-Akt signaling pathway
hsa04151	Q9NP95	PI3K-Akt signaling pathway
hsa04151	P31946	PI3K-Akt signaling pathway
hsa04151	O00206	PI3K-Akt signaling pathway
hsa04151	P08172	PI3K-Akt signaling pathway
hsa04151	Q99748	PI3K-Akt signaling pathway
hsa04151	P48736	PI3K-Akt signaling pathway
hsa04151	P0DML2	PI3K-Akt signaling pathway
hsa04151	P56279	PI3K-Akt signaling pathway
hsa04151	P46527	PI3K-Akt signaling pathway
hsa04151	A8TX70	PI3K-Akt signaling pathway
hsa04151	P62873	PI3K-Akt signaling pathway
hsa04151	P05230	PI3K-Akt signaling pathway
hsa04151	Q8TEY5	PI3K-Akt signaling pathway
hsa04151	Q92574	PI3K-Akt signaling pathway
hsa04151	P52798	PI3K-Akt signaling pathway
hsa04151	O14610	PI3K-Akt signaling pathway
hsa04151	Q70SY1	PI3K-Akt signaling pathway
hsa04151	P14210	PI3K-Akt signaling pathway
hsa04151	O15335	PI3K-Akt signaling pathway
hsa04151	P07942	PI3K-Akt signaling pathway
hsa04151	P18564	PI3K-Akt signaling pathway
hsa04151	P11047	PI3K-Akt signaling pathway
hsa04151	P23588	PI3K-Akt signaling pathway
hsa04151	Q04206	PI3K-Akt signaling pathway
hsa04151	Q01955	PI3K-Akt signaling pathway
hsa04151	Q9UBY5	PI3K-Akt signaling pathway
hsa04151	P21860	PI3K-Akt signaling pathway
hsa04151	P43405	PI3K-Akt signaling pathway
hsa04151	P25391	PI3K-Akt signaling pathway
hsa04151	Q99062	PI3K-Akt signaling pathway
hsa04151	P35968	PI3K-Akt signaling pathway
hsa04151	Q13362	PI3K-Akt signaling pathway
hsa04151	P17948	PI3K-Akt signaling pathway
hsa04151	P01344	PI3K-Akt signaling pathway
hsa04151	P62753	PI3K-Akt signaling pathway
hsa04151	P60568	PI3K-Akt signaling pathway
hsa04151	P35916	PI3K-Akt signaling pathway
hsa04151	P05015	PI3K-Akt signaling pathway
hsa04151	P32881	PI3K-Akt signaling pathway
hsa04151	Q9H1C0	PI3K-Akt signaling pathway
hsa04151	P16871	PI3K-Akt signaling pathway
hsa04151	P24941	PI3K-Akt signaling pathway
hsa04151	P49771	PI3K-Akt signaling pathway
hsa04151	P30154	PI3K-Akt signaling pathway
hsa04151	P21583	PI3K-Akt signaling pathway
hsa04151	P30279	PI3K-Akt signaling pathway
hsa04151	Q13751	PI3K-Akt signaling pathway
hsa04151	P67775	PI3K-Akt signaling pathway
hsa04151	P16220	PI3K-Akt signaling pathway
hsa04151	Q96QZ7	PI3K-Akt signaling pathway
hsa04151	P36507	PI3K-Akt signaling pathway
hsa04151	P24864	PI3K-Akt signaling pathway
hsa04151	Q9Y2T4	PI3K-Akt signaling pathway
hsa04151	P30281	PI3K-Akt signaling pathway
hsa04151	P36888	PI3K-Akt signaling pathway
hsa04151	P55211	PI3K-Akt signaling pathway
hsa04151	P04637	PI3K-Akt signaling pathway
hsa04151	O76093	PI3K-Akt signaling pathway
hsa04151	Q13753	PI3K-Akt signaling pathway
hsa04151	P05106	PI3K-Akt signaling pathway
hsa04151	O15123	PI3K-Akt signaling pathway
hsa04151	P10242	PI3K-Akt signaling pathway
hsa04151	Q16512	PI3K-Akt signaling pathway
hsa04151	P49763	PI3K-Akt signaling pathway
hsa04151	Q07820	PI3K-Akt signaling pathway
hsa04151	P01562	PI3K-Akt signaling pathway
hsa04151	P10721	PI3K-Akt signaling pathway
hsa04151	P19838	PI3K-Akt signaling pathway
hsa04151	P05019	PI3K-Akt signaling pathway
hsa04151	Q96BR1	PI3K-Akt signaling pathway
hsa04151	Q9UK08	PI3K-Akt signaling pathway
hsa04151	Q9BVC4	PI3K-Akt signaling pathway
hsa04151	P02462	PI3K-Akt signaling pathway
hsa04151	P56278	PI3K-Akt signaling pathway
hsa04151	P15692	PI3K-Akt signaling pathway
hsa04151	Q16620	PI3K-Akt signaling pathway
hsa04151	P53420	PI3K-Akt signaling pathway
hsa04151	Q9NSA1	PI3K-Akt signaling pathway
hsa04151	Q9HBY8	PI3K-Akt signaling pathway
hsa04151	P31371	PI3K-Akt signaling pathway
hsa04151	P31751	PI3K-Akt signaling pathway
hsa04151	P05556	PI3K-Akt signaling pathway
hsa04151	Q969Q6	PI3K-Akt signaling pathway
hsa04151	P22455	PI3K-Akt signaling pathway
hsa04151	P26012	PI3K-Akt signaling pathway
hsa04151	Q04917	PI3K-Akt signaling pathway
hsa04151	Q96BR1	PI3K-Akt signaling pathway
hsa04151	P22736	PI3K-Akt signaling pathway
hsa04151	Q8WYR1	PI3K-Akt signaling pathway
hsa04151	Q9NRA1	PI3K-Akt signaling pathway
hsa04151	P21815	PI3K-Akt signaling pathway
hsa04151	P49841	PI3K-Akt signaling pathway
hsa04151	P52797	PI3K-Akt signaling pathway
hsa04151	P01127	PI3K-Akt signaling pathway
hsa04151	P10767	PI3K-Akt signaling pathway
hsa04151	O75578	PI3K-Akt signaling pathway
hsa04151	P39905	PI3K-Akt signaling pathway
hsa04151	O60262	PI3K-Akt signaling pathway
hsa04151	P15514	PI3K-Akt signaling pathway
hsa04151	P35568	PI3K-Akt signaling pathway
hsa04151	P61952	PI3K-Akt signaling pathway
hsa04151	Q5T4W7	PI3K-Akt signaling pathway
hsa04151	P05112	PI3K-Akt signaling pathway
hsa04151	O43320	PI3K-Akt signaling pathway
hsa04151	Q9BUM1	PI3K-Akt signaling pathway
hsa04151	P02751	PI3K-Akt signaling pathway
hsa04151	O60674	PI3K-Akt signaling pathway
hsa04151	Q9UBI6	PI3K-Akt signaling pathway
hsa04151	O60603	PI3K-Akt signaling pathway
hsa04151	Q07889	PI3K-Akt signaling pathway
hsa04151	Q9Y6K9	PI3K-Akt signaling pathway
hsa04151	P20827	PI3K-Akt signaling pathway
hsa04151	P08514	PI3K-Akt signaling pathway
hsa04151	P01112	PI3K-Akt signaling pathway
hsa04151	P78509	PI3K-Akt signaling pathway
hsa04151	Q14031	PI3K-Akt signaling pathway
hsa04151	P11229	PI3K-Akt signaling pathway
hsa04151	P49765	PI3K-Akt signaling pathway
hsa04151	Q15173	PI3K-Akt signaling pathway
hsa04151	P13232	PI3K-Akt signaling pathway
hsa04151	Q16513	PI3K-Akt signaling pathway
hsa04151	P20783	PI3K-Akt signaling pathway
hsa04151	Q15172	PI3K-Akt signaling pathway
hsa04151	Q6ZVD8	PI3K-Akt signaling pathway
hsa04151	P38936	PI3K-Akt signaling pathway
hsa04151	P13725	PI3K-Akt signaling pathway
hsa04151	O15530	PI3K-Akt signaling pathway
hsa04151	P01236	PI3K-Akt signaling pathway
hsa04151	Q92934	PI3K-Akt signaling pathway
hsa04151	Q8N122	PI3K-Akt signaling pathway
hsa04151	P01242	PI3K-Akt signaling pathway
hsa04151	Q9NX09	PI3K-Akt signaling pathway
hsa04151	Q92569	PI3K-Akt signaling pathway
hsa04151	P55075	PI3K-Akt signaling pathway
hsa04151	P26006	PI3K-Akt signaling pathway
hsa04151	P08069	PI3K-Akt signaling pathway
hsa04151	P10451	PI3K-Akt signaling pathway
hsa04151	O96020	PI3K-Akt signaling pathway
hsa04151	Q15389	PI3K-Akt signaling pathway
hsa04151	Q92633	PI3K-Akt signaling pathway
hsa04151	P11487	PI3K-Akt signaling pathway
hsa04151	P50151	PI3K-Akt signaling pathway
hsa04151	Q16363	PI3K-Akt signaling pathway
hsa04151	P15336	PI3K-Akt signaling pathway
hsa04151	P01562	PI3K-Akt signaling pathway
hsa04151	Q9P2W3	PI3K-Akt signaling pathway
hsa04151	O43915	PI3K-Akt signaling pathway
hsa04151	P01138	PI3K-Akt signaling pathway
hsa04151	P13807	PI3K-Akt signaling pathway
hsa04151	P27348	PI3K-Akt signaling pathway
hsa04151	P06756	PI3K-Akt signaling pathway
hsa04151	P01116	PI3K-Akt signaling pathway
hsa04151	Q02750	PI3K-Akt signaling pathway
hsa04151	P52803	PI3K-Akt signaling pathway
hsa04151	P16520	PI3K-Akt signaling pathway
hsa04151	P63215	PI3K-Akt signaling pathway
hsa04151	O43521	PI3K-Akt signaling pathway
hsa04151	P19235	PI3K-Akt signaling pathway
hsa04151	P00533	PI3K-Akt signaling pathway
hsa04151	P35442	PI3K-Akt signaling pathway
hsa04151	Q02930	PI3K-Akt signaling pathway
hsa04151	P27986	PI3K-Akt signaling pathway
hsa04151	P01111	PI3K-Akt signaling pathway
hsa04151	P63000	PI3K-Akt signaling pathway
hsa04151	P59768	PI3K-Akt signaling pathway
hsa04151	P27361	PI3K-Akt signaling pathway
hsa04151	P12110	PI3K-Akt signaling pathway
hsa04151	P09619	PI3K-Akt signaling pathway
hsa04151	P63151	PI3K-Akt signaling pathway
hsa04151	P01574	PI3K-Akt signaling pathway
hsa04151	O95750	PI3K-Akt signaling pathway
hsa04151	P35443	PI3K-Akt signaling pathway
hsa04151	P24043	PI3K-Akt signaling pathway
hsa04151	P30153	PI3K-Akt signaling pathway
hsa04151	P52333	PI3K-Akt signaling pathway
hsa04151	Q9Y243	PI3K-Akt signaling pathway
hsa04151	Q07890	PI3K-Akt signaling pathway
hsa04151	Q05397	PI3K-Akt signaling pathway
hsa04151	P34130	PI3K-Akt signaling pathway
hsa04151	P22105	PI3K-Akt signaling pathway
hsa04151	P08620	PI3K-Akt signaling pathway
hsa04151	P06730	PI3K-Akt signaling pathway
hsa04151	Q96BA8	PI3K-Akt signaling pathway
hsa04151	P01135	PI3K-Akt signaling pathway
hsa04151	P01589	PI3K-Akt signaling pathway
hsa04151	O14920	PI3K-Akt signaling pathway
hsa04151	P62714	PI3K-Akt signaling pathway
hsa04151	P01106	PI3K-Akt signaling pathway
hsa04151	P12109	PI3K-Akt signaling pathway
hsa04151	Q07817	PI3K-Akt signaling pathway
hsa04151	Q13797	PI3K-Akt signaling pathway
hsa04151	A6NMX2	PI3K-Akt signaling pathway
hsa04151	P20849	PI3K-Akt signaling pathway
hsa04151	Q53ET0	PI3K-Akt signaling pathway
hsa04151	O60573	PI3K-Akt signaling pathway
hsa04151	P01133	PI3K-Akt signaling pathway
hsa04151	Q66LE6	PI3K-Akt signaling pathway
hsa04151	Q15831	PI3K-Akt signaling pathway
hsa04151	P09919	PI3K-Akt signaling pathway
hsa04151	P14625	PI3K-Akt signaling pathway
hsa04151	Q9GZP0	PI3K-Akt signaling pathway
hsa04151	P49815	PI3K-Akt signaling pathway
hsa04151	Q14055	PI3K-Akt signaling pathway
hsa04151	P08581	PI3K-Akt signaling pathway
hsa04151	P21802	PI3K-Akt signaling pathway
hsa04151	P05014	PI3K-Akt signaling pathway
hsa04151	Q9Y5P8	PI3K-Akt signaling pathway
hsa04151	Q13541	PI3K-Akt signaling pathway
hsa04151	P29474	PI3K-Akt signaling pathway
hsa04151	P04085	PI3K-Akt signaling pathway
hsa04151	Q9Y264	PI3K-Akt signaling pathway
hsa04151	P07333	PI3K-Akt signaling pathway
hsa04151	P18848	PI3K-Akt signaling pathway
hsa04151	Q9GZV9	PI3K-Akt signaling pathway
hsa04151	P61981	PI3K-Akt signaling pathway
hsa04151	P63211	PI3K-Akt signaling pathway
hsa04151	P16234	PI3K-Akt signaling pathway
hsa04151	P02458	PI3K-Akt signaling pathway
hsa04151	P08138	PI3K-Akt signaling pathway
hsa04151	P04275	PI3K-Akt signaling pathway
hsa04151	O00459	PI3K-Akt signaling pathway
hsa04151	P01568	PI3K-Akt signaling pathway
hsa04151	O14944	PI3K-Akt signaling pathway
hsa04151	P08238	PI3K-Akt signaling pathway
hsa04151	Q13131	PI3K-Akt signaling pathway
hsa04151	O43889	PI3K-Akt signaling pathway
hsa04151	P0DML3	PI3K-Akt signaling pathway
hsa04151	P53708	PI3K-Akt signaling pathway
hsa04151	O95988	PI3K-Akt signaling pathway
hsa04151	P07996	PI3K-Akt signaling pathway
hsa04151	O60346	PI3K-Akt signaling pathway
hsa04151	O43921	PI3K-Akt signaling pathway
hsa04151	Q92752	PI3K-Akt signaling pathway
hsa04151	P11362	PI3K-Akt signaling pathway
hsa04151	P08572	PI3K-Akt signaling pathway
hsa04151	P24385	PI3K-Akt signaling pathway
hsa04151	P42336	PI3K-Akt signaling pathway
hsa04151	P56199	PI3K-Akt signaling pathway
hsa04151	P55268	PI3K-Akt signaling pathway
hsa04151	Q14050	PI3K-Akt signaling pathway
hsa04151	P08123	PI3K-Akt signaling pathway
hsa04151	P50150	PI3K-Akt signaling pathway
hsa04151	O15230	PI3K-Akt signaling pathway
hsa04151	O00329	PI3K-Akt signaling pathway
hsa04151	P04626	PI3K-Akt signaling pathway
hsa04151	P01567	PI3K-Akt signaling pathway
hsa04151	Q9NQR9	PI3K-Akt signaling pathway
hsa04151	P43657	PI3K-Akt signaling pathway
hsa04151	P04629	PI3K-Akt signaling pathway
hsa04151	P01570	PI3K-Akt signaling pathway
hsa04151	P07949	PI3K-Akt signaling pathway
hsa04151	P09038	PI3K-Akt signaling pathway
hsa04151	Q00987	PI3K-Akt signaling pathway
hsa04151	P31749	PI3K-Akt signaling pathway
hsa04151	Q99677	PI3K-Akt signaling pathway
hsa04151	Q16822	PI3K-Akt signaling pathway
hsa04151	P08648	PI3K-Akt signaling pathway
hsa04151	P06213	PI3K-Akt signaling pathway
hsa04151	P01241	PI3K-Akt signaling pathway
hsa04151	O00141	PI3K-Akt signaling pathway
hsa04151	O15520	PI3K-Akt signaling pathway
hsa04151	Q6P5Z2	PI3K-Akt signaling pathway
hsa04151	P48023	PI3K-Akt signaling pathway
hsa04151	P26951	PI3K-Akt signaling pathway
hsa04151	P15391	PI3K-Akt signaling pathway
hsa04151	P49747	PI3K-Akt signaling pathway
hsa04151	Q86UL8	PI3K-Akt signaling pathway
hsa04151	Q16787	PI3K-Akt signaling pathway
hsa04151	P08700	PI3K-Akt signaling pathway
hsa04151	P54840	PI3K-Akt signaling pathway
hsa04151	P04004	PI3K-Akt signaling pathway
hsa04151	Q08999	PI3K-Akt signaling pathway
hsa04151	P12034	PI3K-Akt signaling pathway
hsa04151	P31785	PI3K-Akt signaling pathway
hsa04151	P49746	PI3K-Akt signaling pathway
hsa04151	Q9UQP3	PI3K-Akt signaling pathway
hsa04151	O43524	PI3K-Akt signaling pathway
hsa04151	A4D0S4	PI3K-Akt signaling pathway
hsa04151	Q99941	PI3K-Akt signaling pathway
hsa04151	P01566	PI3K-Akt signaling pathway
hsa04151	P16471	PI3K-Akt signaling pathway
hsa04151	P62258	PI3K-Akt signaling pathway
hsa04151	P28482	PI3K-Akt signaling pathway
hsa04151	P35575	PI3K-Akt signaling pathway
hsa04151	P04049	PI3K-Akt signaling pathway
hsa04151	P48551	PI3K-Akt signaling pathway
hsa04151	Q14738	PI3K-Akt signaling pathway
hsa04151	P42338	PI3K-Akt signaling pathway
hsa04151	P54646	PI3K-Akt signaling pathway
hsa04151	P05013	PI3K-Akt signaling pathway
hsa04151	P05231	PI3K-Akt signaling pathway
hsa04151	P62879	PI3K-Akt signaling pathway
hsa04151	P62993	PI3K-Akt signaling pathway
hsa04151	P01308	PI3K-Akt signaling pathway
hsa04151	O60258	PI3K-Akt signaling pathway
hsa04151	Q5UE93	PI3K-Akt signaling pathway
hsa04151	P23443	PI3K-Akt signaling pathway
hsa04151	P63218	PI3K-Akt signaling pathway
hsa04151	P08887	PI3K-Akt signaling pathway
hsa04151	O60542	PI3K-Akt signaling pathway
hsa04151	P21781	PI3K-Akt signaling pathway
hsa04151	P09603	PI3K-Akt signaling pathway
hsa04151	Q9UBS0	PI3K-Akt signaling pathway
hsa04151	P01563	PI3K-Akt signaling pathway
hsa04151	P17181	PI3K-Akt signaling pathway
hsa04151	Q00534	PI3K-Akt signaling pathway
hsa04151	P24394	PI3K-Akt signaling pathway
hsa04151	P25116	PI3K-Akt signaling pathway
hsa04151	Q99650	PI3K-Akt signaling pathway
hsa04151	Q9HAV0	PI3K-Akt signaling pathway
hsa04151	P22607	PI3K-Akt signaling pathway
hsa04151	P14784	PI3K-Akt signaling pathway
hsa04151	Q9UKX5	PI3K-Akt signaling pathway
hsa04151	P42345	PI3K-Akt signaling pathway
hsa04151	P16144	PI3K-Akt signaling pathway
hsa04151	Q15382	PI3K-Akt signaling pathway
hsa04151	Q13683	PI3K-Akt signaling pathway
hsa04151	P23560	PI3K-Akt signaling pathway
hsa04151	Q9HCT0	PI3K-Akt signaling pathway
hsa04151	P12111	PI3K-Akt signaling pathway
hsa04151	Q5T1C6	PI3K-Akt signaling pathway
hsa04151	P38398	PI3K-Akt signaling pathway
hsa04151	P0DML3	PI3K-Akt signaling pathway
hsa04151	P24821	PI3K-Akt signaling pathway
hsa04151	P17252	PI3K-Akt signaling pathway
hsa04151	P11802	PI3K-Akt signaling pathway
hsa04151	P29400	PI3K-Akt signaling pathway
hsa04151	Q02763	PI3K-Akt signaling pathway
hsa04152	Q96BA8	AMPK signaling pathway
hsa04152	P20248	AMPK signaling pathway
hsa04152	P06213	AMPK signaling pathway
hsa04152	Q9UBS0	AMPK signaling pathway
hsa04152	P41235	AMPK signaling pathway
hsa04152	O95822	AMPK signaling pathway
hsa04152	O43524	AMPK signaling pathway
hsa04152	Q02930	AMPK signaling pathway
hsa04152	P61019	AMPK signaling pathway
hsa04152	P61106	AMPK signaling pathway
hsa04152	Q13362	AMPK signaling pathway
hsa04152	Q68CJ9	AMPK signaling pathway
hsa04152	Q969Q6	AMPK signaling pathway
hsa04152	Q8TCG5	AMPK signaling pathway
hsa04152	Q96EB6	AMPK signaling pathway
hsa04152	Q86V24	AMPK signaling pathway
hsa04152	P08237	AMPK signaling pathway
hsa04152	O00459	AMPK signaling pathway
hsa04152	O14654	AMPK signaling pathway
hsa04152	P42345	AMPK signaling pathway
hsa04152	O00329	AMPK signaling pathway
hsa04152	Q14738	AMPK signaling pathway
hsa04152	Q7RTN6	AMPK signaling pathway
hsa04152	O00763	AMPK signaling pathway
hsa04152	P42336	AMPK signaling pathway
hsa04152	Q9H9S4	AMPK signaling pathway
hsa04152	P35348	AMPK signaling pathway
hsa04152	Q15382	AMPK signaling pathway
hsa04152	Q9Y2T4	AMPK signaling pathway
hsa04152	O43889	AMPK signaling pathway
hsa04152	P48357	AMPK signaling pathway
hsa04152	Q96A54	AMPK signaling pathway
hsa04152	O00767	AMPK signaling pathway
hsa04152	Q15848	AMPK signaling pathway
hsa04152	Q00005	AMPK signaling pathway
hsa04152	P27986	AMPK signaling pathway
hsa04152	P35558	AMPK signaling pathway
hsa04152	Q9Y243	AMPK signaling pathway
hsa04152	P54646	AMPK signaling pathway
hsa04152	O15530	AMPK signaling pathway
hsa04152	Q9UBK2	AMPK signaling pathway
hsa04152	O60825	AMPK signaling pathway
hsa04152	Q9Y5P8	AMPK signaling pathway
hsa04152	P17858	AMPK signaling pathway
hsa04152	Q05469	AMPK signaling pathway
hsa04152	P49327	AMPK signaling pathway
hsa04152	Q96B36	AMPK signaling pathway
hsa04152	P67775	AMPK signaling pathway
hsa04152	P08069	AMPK signaling pathway
hsa04152	O43318	AMPK signaling pathway
hsa04152	Q06190	AMPK signaling pathway
hsa04152	P13639	AMPK signaling pathway
hsa04152	P37231	AMPK signaling pathway
hsa04152	Q15173	AMPK signaling pathway
hsa04152	Q92523	AMPK signaling pathway
hsa04152	O00757	AMPK signaling pathway
hsa04152	P13569	AMPK signaling pathway
hsa04152	P54619	AMPK signaling pathway
hsa04152	P16118	AMPK signaling pathway
hsa04152	P05019	AMPK signaling pathway
hsa04152	P41159	AMPK signaling pathway
hsa04152	P35568	AMPK signaling pathway
hsa04152	Q53ET0	AMPK signaling pathway
hsa04152	Q01813	AMPK signaling pathway
